Date,Price_Baoshan Iron & Steel Stock Price History,Price_Beijing Tongrentang Stock Price History,Price_China Shenhua Energy SH Stock Price History,Price_Huaneng Power International Stock Price History,Price_SAIC Motor Corp Stock Price History
2021-12-24,7.26,43.67,22.46,10.03,20.59
2021-12-27,7.24,43.51,22.8,9.77,20.81
2021-12-28,7.16,42.26,22.28,9.52,20.84
2021-12-29,7.13,40.05,22.28,9.0,20.59
2021-12-30,7.11,40.89,21.94,9.32,20.53
2021-12-31,7.16,44.98,22.52,9.69,20.63
2022-01-04,7.23,49.48,22.73,9.0,20.69
2022-01-05,7.16,48.4,22.4,8.55,20.95
2022-01-06,7.4,51.45,22.22,8.34,20.61
2022-01-07,7.62,50.99,22.51,7.99,20.66
2022-01-10,7.6,50.53,22.78,7.7,20.75
2022-01-11,7.65,52.56,22.7,7.74,20.31
2022-01-12,7.51,49.59,22.83,7.79,20.37
2022-01-13,7.46,47.9,23.19,7.58,20.12
2022-01-14,7.26,48.37,22.52,7.42,19.82
2022-01-17,7.32,48.41,22.39,7.57,19.99
2022-01-18,7.56,48.82,23.34,8.21,20.13
2022-01-19,7.7,47.59,23.51,8.3,20.04
2022-01-20,7.77,49.18,23.88,8.43,20.07
2022-01-21,7.5,45.95,24.01,8.2,19.75
2022-01-24,7.56,47.09,24.12,8.51,19.52
2022-01-25,7.23,44.65,23.4,7.85,19.06
2022-01-26,7.27,43.76,23.17,8.08,19.14
2022-01-27,7.23,43.35,23.48,7.75,18.83
2022-01-28,7.04,41.91,22.54,7.4,18.66
2022-02-07,7.29,42.93,23.51,8.0,18.93
2022-02-08,7.62,42.75,24.96,8.24,19.1
2022-02-09,7.62,45.43,24.44,8.75,19.2
2022-02-10,7.7,46.69,25.6,8.71,19.12
2022-02-11,7.67,42.97,26.11,8.67,19.08
2022-02-14,7.36,42.51,25.77,8.15,18.8
2022-02-15,7.28,44.14,25.1,8.21,18.8
2022-02-16,7.46,43.28,25.19,8.02,18.98
2022-02-17,7.39,43.3,25.31,8.3,18.87
2022-02-18,7.61,43.19,25.79,8.25,18.9
2022-02-21,7.53,43.63,26.41,7.83,18.83
2022-02-22,7.39,42.5,26.6,7.48,18.46
2022-02-23,7.35,43.01,25.51,7.66,18.74
2022-02-24,7.12,42.84,25.5,7.69,18.33
2022-02-25,7.17,44.84,24.57,8.46,18.37
2022-02-28,7.22,45.8,25.24,8.77,18.11
2022-03-01,7.29,45.49,26.05,8.7,18.4
2022-03-02,7.27,46.81,26.3,8.58,18.4
2022-03-03,7.5,46.42,26.97,8.57,18.51
2022-03-04,7.45,45.71,27.22,8.8,18.65
2022-03-07,7.41,44.7,27.05,8.97,18.32
2022-03-08,7.25,40.78,25.86,8.76,17.78
2022-03-09,7.13,39.83,26.92,9.05,17.79
2022-03-10,7.08,42.08,26.57,8.97,18.11
2022-03-11,6.91,43.71,26.9,8.41,17.95
2022-03-14,6.71,41.42,26.2,7.86,17.8
2022-03-15,6.18,39.0,24.13,7.37,16.98
2022-03-16,6.34,40.2,24.8,8.02,17.26
2022-03-17,6.65,40.98,24.37,7.92,17.39
2022-03-18,6.68,41.7,25.03,7.91,17.47
2022-03-21,6.63,41.51,26.1,7.97,17.19
2022-03-22,6.73,40.97,26.88,8.24,17.31
2022-03-23,6.66,43.69,26.55,7.87,17.21
2022-03-24,6.68,43.36,27.2,7.6,17.12
2022-03-25,6.61,43.39,27.18,7.06,16.98
2022-03-28,6.7,43.44,29.22,7.28,16.97
2022-03-29,6.62,45.95,30.08,7.11,16.75
2022-03-30,6.73,45.45,29.03,7.28,16.95
2022-03-31,6.75,46.74,29.77,6.91,17.0
2022-04-01,6.87,45.87,29.53,7.03,17.05
2022-04-06,7.25,45.94,29.2,6.8,17.05
2022-04-07,7.2,44.14,29.78,6.57,16.92
2022-04-08,7.31,43.21,30.57,6.67,16.94
2022-04-11,7.14,42.86,31.3,6.41,16.38
2022-04-12,7.11,42.92,30.95,6.4,16.53
2022-04-13,7.15,41.15,31.99,6.24,16.31
2022-04-14,7.36,41.9,32.28,6.0,16.5
2022-04-15,7.35,42.19,31.03,6.39,16.85
2022-04-18,7.13,41.49,29.97,6.73,16.95
2022-04-19,7.24,41.82,30.8,6.68,16.73
2022-04-20,6.94,40.53,29.56,6.66,16.51
2022-04-21,6.72,39.03,29.22,6.5,16.2
2022-04-22,6.82,37.97,29.69,6.97,16.21
2022-04-25,6.44,35.3,28.7,6.92,15.51
2022-04-26,6.33,34.38,28.47,6.76,15.06
2022-04-27,6.43,35.75,28.97,7.22,15.14
2022-04-28,6.32,35.49,31.21,7.32,15.43
2022-04-29,6.46,36.63,30.78,7.3,15.95
2022-05-05,6.33,40.29,30.63,7.12,16.59
2022-05-06,6.09,40.54,30.24,6.8,16.34
2022-05-09,6.06,40.07,29.61,6.99,15.96
2022-05-10,5.98,40.25,28.68,7.3,15.88
2022-05-11,6.04,40.32,29.24,7.32,15.99
2022-05-12,5.99,40.88,28.64,7.15,15.8
2022-05-13,6.07,41.92,30.8,7.12,16.6
2022-05-16,6.21,42.54,31.0,6.96,16.18
2022-05-17,6.22,42.59,31.43,6.75,16.5
2022-05-18,6.38,41.19,31.16,7.05,16.48
2022-05-19,6.34,40.99,30.97,7.27,16.53
2022-05-20,6.37,42.6,32.35,7.39,16.8
2022-05-23,6.48,43.03,32.48,7.16,17.14
2022-05-24,6.32,41.87,32.51,6.93,17.21
2022-05-25,6.33,42.56,33.13,7.31,17.34
2022-05-26,6.39,44.41,33.33,7.18,17.22
2022-05-27,6.37,44.55,34.49,7.12,17.13
2022-05-30,6.38,45.61,33.96,7.08,17.3
2022-05-31,6.4,46.57,33.96,7.39,17.19
2022-06-01,6.44,45.08,33.79,7.18,17.66
2022-06-02,6.5,45.68,33.19,7.16,17.75
2022-06-06,6.55,45.9,34.03,7.12,17.65
2022-06-07,6.5,46.58,33.7,7.2,17.23
2022-06-08,6.62,46.72,35.19,7.25,17.43
2022-06-09,6.65,46.05,34.83,6.53,17.11
2022-06-10,6.68,46.75,34.81,6.49,17.55
2022-06-13,6.52,49.77,33.73,6.1,17.63
2022-06-14,6.63,49.2,34.51,6.15,18.28
2022-06-15,6.68,49.57,33.7,6.11,18.25
2022-06-16,6.56,51.3,32.4,6.39,17.87
2022-06-17,6.43,52.12,32.56,6.35,17.89
2022-06-20,6.41,52.51,31.04,6.99,17.93
2022-06-21,6.33,51.0,31.18,7.22,17.8
2022-06-22,6.23,51.17,30.73,7.22,17.56
2022-06-23,6.27,52.65,31.36,7.26,18.36
2022-06-24,6.28,52.75,31.2,7.39,18.19
2022-06-27,6.22,52.79,32.42,7.16,18.41
2022-06-28,6.25,54.06,32.84,7.14,18.74
2022-06-29,6.23,52.9,32.97,7.14,17.92
2022-06-30,6.02,52.88,33.3,7.04,17.81
2022-07-01,6.18,49.01,33.12,7.15,17.46
2022-07-04,6.17,51.13,33.4,7.52,17.22
2022-07-05,6.35,51.03,34.4,7.84,17.31
2022-07-06,6.23,50.0,32.35,7.9,17.15
2022-07-07,6.2,49.99,33.2,8.11,17.57
2022-07-08,6.19,50.06,33.45,8.08,18.56
2022-07-11,6.05,49.82,29.0,8.04,17.43
2022-07-12,6.09,48.9,29.73,8.2,17.25
2022-07-13,6.07,48.85,29.37,8.13,17.25
2022-07-14,5.93,49.8,29.57,7.35,17.06
2022-07-15,5.74,49.68,29.75,7.24,16.13
2022-07-18,5.82,48.63,30.53,7.57,16.77
2022-07-19,5.76,48.59,30.09,7.38,16.66
2022-07-20,5.74,49.26,29.75,7.26,16.44
2022-07-21,5.61,49.1,28.09,7.03,16.2
2022-07-22,5.53,48.99,28.34,6.95,16.32
2022-07-25,5.47,49.2,28.6,6.68,16.0
2022-07-26,5.54,50.08,29.05,6.67,16.07
2022-07-27,5.62,49.95,28.83,6.78,16.0
2022-07-28,5.66,48.9,28.74,6.95,16.08
2022-07-29,5.67,47.06,28.1,7.02,16.19
2022-08-01,5.58,46.7,28.44,6.77,16.38
2022-08-02,5.47,45.64,27.97,6.48,15.87
2022-08-03,5.2,47.25,27.62,6.31,15.89
2022-08-04,5.22,49.35,27.61,6.52,15.92
2022-08-05,5.27,49.16,27.29,6.48,16.08
2022-08-08,5.35,49.81,27.89,6.62,16.2
2022-08-09,5.34,49.64,28.49,6.56,16.16
2022-08-10,5.27,49.08,28.35,6.45,16.16
2022-08-11,5.37,49.55,28.45,6.61,16.36
2022-08-12,5.38,49.41,28.94,6.87,16.39
2022-08-15,5.37,48.62,29.22,7.07,16.34
2022-08-16,5.36,48.58,29.19,7.21,16.38
2022-08-17,5.37,48.55,29.06,7.43,16.56
2022-08-18,5.31,48.0,28.98,7.2,16.36
2022-08-19,5.35,47.08,29.7,7.92,16.27
2022-08-22,5.37,48.38,30.15,7.94,16.47
2022-08-23,5.32,48.53,30.56,8.25,16.29
2022-08-24,5.27,47.81,30.84,8.15,15.97
2022-08-25,5.37,47.68,32.38,8.59,16.18
2022-08-26,5.33,47.86,31.26,8.41,15.88
2022-08-29,5.4,48.16,31.88,8.29,15.5
2022-08-30,5.36,47.38,30.52,8.13,15.48
2022-08-31,5.33,46.75,30.34,8.18,15.47
2022-09-01,5.33,44.81,31.11,7.87,15.3
2022-09-02,5.27,44.29,30.66,8.2,15.26
2022-09-05,5.4,44.09,32.56,8.5,15.21
2022-09-06,5.43,45.16,32.88,8.89,15.42
2022-09-07,5.44,44.92,32.61,9.26,15.4
2022-09-08,5.5,45.65,32.3,9.11,15.35
2022-09-09,5.57,45.78,32.73,9.12,15.48
2022-09-13,5.52,46.5,32.45,9.0,15.65
2022-09-14,5.5,45.52,32.35,9.01,15.44
2022-09-15,5.62,45.49,32.39,8.7,15.34
2022-09-16,5.44,44.39,30.96,8.37,15.02
2022-09-19,5.43,44.17,31.5,8.17,15.01
2022-09-20,5.37,45.6,31.35,8.15,14.89
2022-09-21,5.5,44.06,31.18,8.32,14.92
2022-09-22,5.38,42.5,31.99,8.17,14.81
2022-09-23,5.4,43.38,31.18,8.04,14.77
2022-09-26,5.18,43.3,30.36,7.94,14.55
2022-09-27,5.32,44.63,30.4,7.92,14.65
2022-09-28,5.24,44.33,30.64,7.88,14.49
2022-09-29,5.18,44.87,31.41,7.62,14.27
2022-09-30,5.26,45.55,31.64,7.59,14.3
2022-10-10,5.23,45.28,31.98,7.58,14.2
2022-10-11,5.22,46.3,31.61,8.06,14.16
2022-10-12,5.25,46.55,31.93,8.09,14.35
2022-10-13,5.13,47.2,31.07,8.55,14.19
2022-10-14,5.26,49.12,31.54,8.54,14.56
2022-10-17,5.35,49.95,31.18,8.34,14.71
2022-10-18,5.32,52.5,30.99,8.5,14.67
2022-10-19,5.25,50.83,31.04,8.27,14.39
2022-10-20,5.25,50.73,30.45,8.11,14.35
2022-10-21,5.28,51.31,30.82,8.16,14.21
2022-10-24,5.17,52.68,29.85,8.01,13.91
2022-10-25,5.18,51.27,29.83,8.17,14.19
2022-10-26,5.07,52.34,29.01,8.0,14.16
2022-10-27,5.07,56.33,29.33,7.23,14.33
2022-10-28,4.95,50.7,29.36,6.86,14.04
2022-10-31,4.81,48.75,28.03,6.7,13.75
2022-11-01,4.88,47.3,28.42,6.78,14.11
2022-11-02,4.89,49.58,29.15,6.73,14.33
2022-11-03,4.88,48.68,28.83,6.72,14.17
2022-11-04,4.95,49.8,29.74,6.95,14.5
2022-11-07,5.02,48.98,30.17,6.96,14.51
2022-11-08,5.04,47.5,29.91,7.15,14.39
2022-11-09,5.11,47.45,29.41,7.02,14.28
2022-11-10,5.12,46.1,29.45,7.06,14.25
2022-11-11,5.24,46.09,29.85,7.21,14.51
2022-11-14,5.32,48.2,28.6,7.18,14.39
2022-11-15,5.37,48.17,28.59,7.19,14.58
2022-11-16,5.35,46.87,28.84,7.28,14.55
2022-11-17,5.32,47.2,28.24,7.22,14.51
2022-11-18,5.32,46.51,28.28,7.45,14.41
2022-11-21,5.25,46.8,27.99,7.68,14.36
2022-11-22,5.39,45.26,28.57,7.62,14.43
2022-11-23,5.47,45.99,29.34,7.83,14.55
2022-11-24,5.47,46.71,29.41,7.99,14.52
2022-11-25,5.57,46.99,30.26,8.09,14.65
2022-11-28,5.49,47.18,30.37,8.3,14.36
2022-11-29,5.65,47.71,30.25,7.77,14.77
2022-11-30,5.64,49.15,30.55,7.75,15.18
2022-12-01,5.61,49.15,29.86,7.63,15.07
2022-12-02,5.59,48.53,29.39,7.57,15.06
2022-12-05,5.91,48.89,29.83,7.83,15.26
2022-12-06,5.96,48.12,29.95,7.57,15.29
2022-12-07,5.81,48.51,29.24,7.3,15.23
2022-12-08,5.81,48.54,29.1,7.2,15.24
2022-12-09,5.88,48.91,29.11,7.01,15.24
2022-12-12,5.76,49.97,28.43,6.82,15.04
2022-12-13,5.81,48.83,28.65,6.86,15.11
2022-12-14,5.77,46.91,28.82,6.82,15.14
2022-12-15,5.66,46.96,28.38,6.93,15.13
2022-12-16,5.84,47.5,28.58,7.12,15.25
2022-12-19,5.69,46.0,28.14,6.97,15.03
2022-12-20,5.66,45.61,27.91,6.85,14.72
2022-12-21,5.69,45.29,27.73,6.79,14.69
2022-12-22,5.63,44.27,27.52,6.6,14.77
2022-12-23,5.66,43.86,27.67,6.7,14.67
2022-12-26,5.54,45.24,27.67,6.95,14.71
2022-12-27,5.6,45.28,28.07,6.94,14.76
2022-12-28,5.63,44.36,28.16,7.45,14.63
2022-12-29,5.6,44.7,27.57,7.46,14.33
2022-12-30,5.59,44.68,27.62,7.61,14.41
2023-01-03,5.6,45.43,28.01,7.91,14.41
2023-01-04,5.65,45.76,27.73,7.77,14.41
2023-01-05,5.76,44.51,27.6,7.86,14.47
2023-01-06,5.9,42.3,27.62,7.83,14.47
2023-01-09,5.89,42.56,27.7,7.49,14.48
2023-01-10,5.83,44.32,27.44,7.38,14.49
2023-01-11,5.88,45.39,28.82,7.31,14.43
2023-01-12,5.93,45.37,28.8,7.24,14.38
2023-01-13,5.98,46.02,28.98,7.15,14.52
2023-01-16,6.12,47.03,28.62,7.06,14.7
2023-01-17,6.07,46.39,28.66,6.98,14.73
2023-01-18,6.09,45.93,28.51,7.05,14.72
2023-01-19,6.08,46.65,28.56,7.08,14.75
2023-01-20,6.13,46.98,28.71,7.31,14.84
2023-01-30,6.13,48.37,28.06,7.16,15.02
2023-01-31,6.18,47.14,28.39,7.48,15.02
2023-02-01,6.3,47.13,28.28,7.59,15.19
2023-02-02,6.29,47.21,28.49,7.71,14.96
2023-02-03,6.11,46.19,28.25,7.8,14.84
2023-02-06,6.04,45.8,28.12,7.7,14.85
2023-02-07,6.1,45.58,28.15,8.0,14.9
2023-02-08,6.06,45.28,27.91,7.98,14.85
2023-02-09,6.08,45.68,28.03,7.93,14.9
2023-02-10,6.07,45.25,27.7,8.13,14.83
2023-02-13,6.11,46.4,27.43,7.81,14.88
2023-02-14,6.23,46.4,27.52,8.08,14.92
2023-02-15,6.21,46.9,27.21,8.16,14.95
2023-02-16,6.2,47.22,26.9,8.08,14.81
2023-02-17,6.15,47.83,27.03,7.89,14.7
2023-02-20,6.42,48.02,27.58,7.93,15.0
2023-02-21,6.63,48.62,27.89,7.9,15.21
2023-02-22,6.63,48.32,27.86,7.86,15.13
2023-02-23,6.63,48.06,28.02,7.86,15.14
2023-02-24,6.72,47.91,27.85,7.91,14.96
2023-02-27,6.64,47.95,27.96,7.81,14.89
2023-02-28,6.58,48.96,28.0,8.17,15.03
2023-03-01,6.62,48.96,28.06,8.36,15.19
2023-03-02,6.73,48.8,28.18,8.28,15.21
2023-03-03,6.8,48.6,28.46,8.37,15.28
2023-03-06,6.68,50.98,28.14,8.7,15.2
2023-03-07,6.71,49.79,28.87,8.61,15.14
2023-03-08,6.69,49.59,28.48,8.47,15.09
2023-03-09,6.62,49.42,28.55,8.53,14.93
2023-03-10,6.44,48.93,28.12,8.39,14.26
2023-03-13,6.57,50.15,29.02,8.42,14.11
2023-03-14,6.52,49.5,28.73,8.59,14.05
2023-03-15,6.73,50.32,28.84,8.92,14.11
2023-03-16,6.5,51.72,28.04,9.0,14.17
2023-03-17,6.62,50.86,28.57,8.9,14.21
2023-03-20,6.5,49.2,28.83,8.66,14.18
2023-03-21,6.36,49.5,28.53,8.69,14.2
2023-03-22,6.4,49.05,28.87,8.53,14.29
2023-03-23,6.41,50.74,29.38,8.71,14.31
2023-03-24,6.34,49.58,28.98,8.69,14.26
2023-03-27,6.28,49.57,27.68,8.56,14.23
2023-03-28,6.27,51.87,27.38,8.47,14.27
2023-03-29,6.19,53.6,27.27,8.49,14.25
2023-03-30,6.3,53.67,28.13,8.53,14.35
2023-03-31,6.24,55.14,28.17,8.57,14.36
2023-04-03,6.28,53.4,27.89,8.39,14.37
2023-04-04,6.45,56.36,28.21,8.31,14.48
2023-04-06,6.49,56.33,27.92,8.28,14.31
2023-04-07,6.53,54.96,27.74,8.52,14.32
2023-04-10,6.57,54.71,27.61,8.85,14.23
2023-04-11,6.65,55.21,27.58,8.88,14.19
2023-04-12,6.94,54.85,27.85,8.73,14.17
2023-04-13,6.87,55.08,28.17,8.76,14.2
2023-04-14,6.89,54.71,28.4,9.08,14.26
2023-04-17,7.03,55.0,29.04,9.18,14.47
2023-04-18,6.97,55.0,29.37,8.85,14.55
2023-04-19,7.08,54.7,29.29,9.03,14.36
2023-04-20,7.03,55.33,29.25,8.88,14.24
2023-04-21,6.88,55.08,29.03,8.73,13.93
2023-04-24,6.75,55.75,28.91,8.92,13.86
2023-04-25,6.66,58.58,28.79,9.07,13.79
2023-04-26,6.57,56.32,28.69,9.56,13.81
2023-04-27,6.56,57.97,28.72,9.65,13.97
2023-04-28,6.44,58.16,29.08,9.7,14.12
2023-05-04,6.64,62.72,29.57,9.98,13.95
2023-05-05,6.62,61.1,29.89,10.07,13.85
2023-05-08,6.88,61.93,31.73,9.98,14.02
2023-05-09,7.04,60.32,31.68,9.76,14.04
2023-05-10,6.81,58.65,31.36,9.64,14.26
2023-05-11,6.73,57.62,31.03,9.69,14.13
2023-05-12,6.51,57.68,30.84,9.86,14.01
2023-05-15,6.41,58.58,30.85,9.31,14.07
2023-05-16,6.28,58.38,31.16,9.37,13.97
2023-05-17,6.2,58.59,30.77,9.47,13.94
2023-05-18,6.23,58.39,30.92,9.47,13.81
2023-05-19,6.24,59.29,30.93,9.29,13.68
2023-05-22,6.27,59.73,30.83,9.6,13.74
2023-05-23,6.1,58.64,30.76,9.31,13.66
2023-05-24,5.99,56.63,30.19,9.16,13.4
2023-05-25,5.99,57.53,30.05,9.41,13.22
2023-05-26,6.07,60.18,29.3,9.71,13.2
2023-05-29,6.03,60.55,29.45,10.29,13.48
2023-05-30,5.98,60.02,29.17,10.24,13.52
2023-05-31,5.88,60.59,28.23,10.18,13.42
2023-06-01,5.85,59.09,27.97,10.09,13.49
2023-06-02,5.94,57.8,28.26,9.87,13.64
2023-06-05,5.95,58.59,28.56,9.88,13.61
2023-06-06,5.9,56.96,29.31,9.46,13.47
2023-06-07,5.89,57.69,29.32,9.34,13.44
2023-06-08,5.95,56.57,29.6,9.45,13.61
2023-06-09,5.91,56.28,29.45,9.57,13.8
2023-06-12,5.86,55.77,29.83,8.95,13.87
2023-06-13,5.82,55.99,29.62,8.8,13.93
2023-06-14,5.73,56.21,30.03,8.72,14.04
2023-06-15,5.73,56.35,30.0,8.69,14.14
2023-06-16,5.82,55.7,29.96,8.5,14.07
2023-06-19,5.68,56.87,29.82,8.84,14.15
2023-06-20,5.59,55.12,29.8,8.8,14.12
2023-06-21,5.53,54.27,29.81,8.84,14.09
2023-06-26,5.5,54.55,29.69,9.15,14.04
2023-06-27,5.62,55.9,29.98,9.15,14.08
2023-06-28,5.65,55.79,30.37,9.33,14.13
2023-06-29,5.62,56.31,30.15,9.25,14.15
2023-06-30,5.62,57.56,30.75,9.26,14.17
2023-07-03,5.75,55.52,31.16,9.3,14.28
2023-07-04,5.72,55.18,31.11,9.38,14.45
2023-07-05,5.73,55.8,28.85,9.45,14.37
2023-07-06,5.68,53.44,28.63,9.39,14.44
2023-07-07,5.71,53.58,28.7,9.43,14.41
2023-07-10,5.69,52.39,28.63,9.58,14.32
2023-07-11,5.71,52.37,28.51,9.53,14.54
2023-07-12,5.66,51.98,28.42,9.5,14.44
2023-07-13,5.74,52.15,28.68,9.47,14.45
2023-07-14,5.77,52.12,28.86,9.16,14.41
2023-07-17,5.74,52.97,27.76,9.35,14.36
2023-07-18,5.71,51.88,27.83,9.3,14.48
2023-07-19,5.74,52.01,27.96,9.26,14.28
2023-07-20,5.76,51.69,27.76,9.07,14.07
2023-07-21,5.76,51.94,27.67,9.12,14.17
2023-07-24,5.76,52.02,27.58,9.26,14.23
2023-07-25,6.09,52.06,28.23,8.63,14.45
2023-07-26,6.1,51.59,28.45,8.69,14.4
2023-07-27,6.29,51.26,28.38,8.51,14.62
2023-07-28,6.48,51.81,28.41,8.57,15.17
2023-07-31,6.42,51.03,28.38,8.6,15.49
2023-08-01,6.47,51.49,28.44,8.95,15.35
2023-08-02,6.5,50.53,27.91,8.91,15.33
2023-08-03,6.54,52.07,27.89,9.02,15.27
2023-08-04,6.52,54.99,27.8,8.95,15.3
2023-08-07,6.4,55.43,27.86,9.13,15.31
2023-08-08,6.36,57.08,27.92,9.05,15.33
2023-08-09,6.37,56.41,27.83,8.9,15.3
2023-08-10,6.42,56.85,28.12,8.84,15.23
2023-08-11,6.29,56.7,27.51,8.8,14.8
2023-08-14,6.27,57.37,27.36,9.09,14.47
2023-08-15,6.29,57.5,27.52,9.28,14.42
2023-08-16,6.29,57.7,27.4,9.19,14.35
2023-08-17,6.25,58.3,27.41,9.06,14.39
2023-08-18,6.22,56.28,27.35,8.96,14.21
2023-08-21,6.17,55.44,27.01,8.8,13.97
2023-08-22,6.22,55.81,27.52,8.87,14.04
2023-08-23,6.15,56.7,28.04,8.58,13.97
2023-08-24,6.07,56.48,27.81,8.53,13.95
2023-08-25,6.17,56.46,27.89,8.55,14.04
2023-08-28,6.36,56.1,28.5,8.22,14.23
2023-08-29,6.18,57.2,28.44,8.2,14.3
2023-08-30,6.11,55.38,28.28,8.14,14.14
2023-08-31,6.06,56.22,28.17,8.15,14.36
2023-09-01,6.36,55.29,28.75,8.01,14.54
2023-09-04,6.63,55.62,29.58,7.8,14.74
2023-09-05,6.55,55.45,29.76,8.02,14.71
2023-09-06,6.42,54.91,29.68,8.01,14.8
2023-09-07,6.37,54.68,29.79,7.91,14.73
2023-09-08,6.22,54.69,29.44,8.36,14.59
2023-09-11,6.21,54.9,29.79,8.27,14.89
2023-09-12,6.2,54.27,29.81,8.42,14.95
2023-09-13,6.24,54.43,30.26,8.42,14.88
2023-09-14,6.28,54.32,31.15,8.59,14.83
2023-09-15,6.22,53.64,31.17,8.33,14.74
2023-09-18,6.21,54.03,31.23,8.2,14.84
2023-09-19,6.39,53.93,31.38,8.23,14.94
2023-09-20,6.4,53.7,31.47,8.1,14.98
2023-09-21,6.26,53.2,31.16,8.09,14.91
2023-09-22,6.24,53.62,31.25,8.04,15.06
2023-09-25,6.24,54.14,31.35,8.01,14.97
2023-09-26,6.2,54.2,31.16,7.98,14.86
2023-09-27,6.12,54.4,30.86,7.91,14.84
2023-09-28,6.09,54.78,31.2,7.87,14.8
2023-10-09,6.14,53.82,31.55,7.87,14.97
2023-10-10,6.11,52.82,31.06,7.71,14.92
2023-10-11,6.03,52.79,30.86,7.65,14.82
2023-10-12,6.12,52.78,30.7,7.81,15.17
2023-10-13,6.06,52.3,30.77,7.65,15.12
2023-10-16,5.9,51.13,31.43,7.59,15.12
2023-10-17,6.2,50.71,31.59,7.63,15.07
2023-10-18,6.22,49.6,31.6,7.46,15.18
2023-10-19,5.84,48.68,30.95,7.37,14.74
2023-10-20,5.84,48.85,30.78,7.38,14.6
2023-10-23,5.79,49.4,30.93,7.29,14.55
2023-10-24,5.8,49.8,30.59,7.2,14.5
2023-10-25,6.33,49.8,30.36,7.1,14.82
2023-10-26,6.33,49.88,30.55,7.41,15.0
2023-10-27,6.28,52.45,30.35,7.72,15.17
2023-10-30,6.28,52.98,29.71,7.64,14.8
2023-10-31,6.26,51.35,30.32,7.61,14.52
2023-11-01,6.25,51.65,30.29,7.61,14.52
2023-11-02,6.29,51.37,30.49,7.62,14.78
2023-11-03,6.17,50.95,30.37,7.67,14.83
2023-11-06,6.09,51.02,29.48,7.62,15.01
2023-11-07,6.09,50.66,29.65,7.53,14.92
2023-11-08,6.03,50.06,29.76,7.53,14.91
2023-11-09,6.07,50.04,30.72,7.54,14.87
2023-11-10,6.05,50.77,31.1,7.61,14.6
2023-11-13,6.18,50.15,30.93,7.59,14.44
2023-11-14,6.07,50.25,30.65,7.59,14.4
2023-11-15,6.2,50.26,30.74,7.58,14.48
2023-11-16,6.23,49.76,30.77,7.6,14.32
2023-11-17,6.18,50.16,30.8,7.71,14.48
2023-11-20,6.18,51.92,30.72,7.65,14.44
2023-11-21,6.26,51.5,30.71,7.55,14.43
2023-11-22,6.21,51.16,30.65,7.57,14.37
2023-11-23,6.25,51.62,30.95,7.52,14.69
2023-11-24,6.21,51.97,31.05,7.4,14.58
2023-11-27,6.16,52.0,31.25,7.51,15.49
2023-11-28,6.26,52.62,30.99,7.48,15.37
2023-11-29,6.17,51.86,31.17,7.37,15.05
2023-11-30,6.22,53.15,31.49,7.71,14.88
2023-12-01,6.25,52.76,31.51,7.66,14.86
2023-12-04,6.23,52.57,31.76,7.7,14.71
2023-12-05,6.14,52.66,31.28,7.66,14.44
2023-12-06,6.12,51.65,31.04,7.59,14.09
2023-12-07,6.14,51.22,30.57,7.75,14.04
2023-12-08,6.11,50.96,30.58,7.78,14.12
2023-12-11,6.17,51.65,31.08,7.91,13.99
2023-12-12,6.04,52.5,31.25,7.87,14.0
2023-12-13,6.0,52.44,30.78,7.85,13.77
2023-12-14,6.01,52.21,30.69,7.77,13.61
2023-12-15,6.06,51.37,30.41,7.58,13.49
2023-12-18,6.0,51.49,30.75,7.57,13.47
2023-12-19,6.0,51.25,30.8,7.52,13.45
2023-12-20,6.02,50.97,31.03,7.79,13.28
2023-12-21,6.0,51.72,30.77,7.74,13.35
2023-12-22,6.07,51.7,31.38,7.7,13.4
2023-12-25,6.07,52.82,31.76,7.84,13.38
2023-12-26,6.02,51.91,31.31,7.87,13.29
2023-12-27,6.05,53.28,31.65,7.97,13.3
2023-12-28,5.96,53.15,31.22,7.82,13.52
2023-12-29,5.93,53.7,31.35,7.7,13.53
2024-01-02,6.01,54.6,32.38,8.0,13.42
2024-01-03,6.14,54.65,32.98,8.33,13.5
2024-01-04,6.15,54.9,33.43,8.42,13.42
2024-01-05,6.18,53.8,33.45,8.35,13.34
2024-01-08,6.15,53.46,33.65,8.45,13.12
2024-01-09,6.14,53.21,34.05,8.55,13.22
2024-01-10,6.04,51.36,33.85,8.58,13.22
2024-01-11,5.96,50.81,33.25,8.37,13.38
2024-01-12,5.92,50.19,33.62,8.45,13.32
2024-01-15,5.89,50.78,34.04,8.61,13.32
2024-01-16,5.9,51.4,34.28,8.65,13.46
2024-01-17,5.8,50.61,34.14,8.55,13.25
2024-01-18,5.74,50.74,34.07,8.44,13.37
2024-01-19,5.77,50.76,33.25,8.18,13.41
2024-01-22,5.65,49.78,32.96,8.06,13.24
2024-01-23,5.67,50.1,33.62,8.25,13.2
2024-01-24,5.89,51.02,34.61,8.45,13.51
2024-01-25,6.08,51.14,35.12,8.69,13.76
2024-01-26,6.21,51.72,35.8,8.88,13.89
2024-01-29,6.2,52.21,35.65,8.92,13.91
2024-01-30,6.16,46.99,35.76,8.75,13.71
2024-01-31,6.15,43.72,37.12,8.76,13.67
2024-02-01,6.12,42.58,36.3,8.49,13.71
2024-02-02,6.17,41.55,37.02,8.66,13.75
