Date,LogReturn_Baoshan Iron & Steel Stock Price History,LogReturn_Beijing Tongrentang Stock Price History,LogReturn_China Shenhua Energy SH Stock Price History,LogReturn_Huaneng Power International Stock Price History,LogReturn_SAIC Motor Corp Stock Price History
2015-01-06,-0.040989344533197025,0.08470216519213114,0.02390552085355413,-0.0281708769666964,0.043512146638776894
2015-01-07,-0.015460603106378423,-0.02155970738335533,0.0,-0.0022002209096023684,0.00040543280506710744
2015-01-08,-0.038994109934545884,-0.007572606653964975,-0.021220955482885273,-0.04735947003885821,-0.023376090044656017
2015-01-09,-0.022338978082262262,-0.0038079165962212613,-0.037791886334022085,-0.011614532420693102,-0.014629310015958907
2015-01-12,-0.046233195039207864,0.012218395104817592,-0.03398156127687635,-0.04052998108556194,0.037194370008048594
2015-01-13,-0.001578532293049717,-0.0025157245972473596,-0.006260555001557311,0.0024301348532915767,0.02008099605704894
2015-01-14,-0.015923903356723113,0.005025136202673419,-0.009708814126960785,0.01565354058000379,-0.03232604701714914
2015-01-15,0.033152207316900606,0.0008350731174213699,0.04716282451005638,0.025944851494779986,0.012650648207599424
2015-01-16,-0.0046692691836836,0.019835361056145917,0.008341104893848872,0.001163467263297857,0.006870101783877036
2015-01-19,-0.1000013533802051,-0.06639512626870481,-0.10500166091324781,-0.10665334066013132,-0.08353921473226578
2015-01-20,0.017094433359300165,0.021199149925336336,0.0030706267729647685,0.04551986847106981,0.021226701245529167
2015-01-21,0.03660974561256092,0.013605652055778794,0.042517031328535015,0.0292347251083509,0.02664568721391003
2015-01-22,0.01459879942115272,0.007991630334933664,0.001468069752291079,0.003594970917859097,0.004580478547731914
2015-01-23,-0.009708814126960785,-0.01775194545845027,-0.014778594096119146,-0.0023952107259548328,-0.01170092748011431
2015-01-26,0.016129381929883557,0.03148213827035251,0.006430890330290762,0.015467292293307455,-0.008018612283301696
2015-01-27,-0.02101936722407549,-0.022144209636748347,-0.023953241022492744,-0.01426896980119885,0.02427913315508201
2015-01-28,-0.01315808457751122,-0.017473276435373997,-0.016807118316381597,-0.01690861539842725,-0.01164738624918149
2015-01-29,0.004954593124683493,-0.01603501312604294,-0.007216526163868586,0.00364742045704336,-0.02114243657380932
2015-01-30,-0.021649471696853384,-0.013635575242959774,-0.01249365548258341,0.006049625225823085,-0.032134766763795675
2015-02-02,-0.03949010970663469,-0.019227062230371406,-0.029773597440387878,-0.036859209369020096,-0.031378638958530214
2015-02-03,0.020797976694482134,0.01300758416335146,0.03186674315489313,0.009962722503674026,0.024292692569044316
2015-02-04,0.09484227057017769,-0.012556218775412908,-0.008398999505238702,-0.006215060403434336,-0.0252038543632902
2015-02-05,-0.036540999462979284,-0.0045228480537264915,-0.021850056588868405,-0.05642522222414259,-0.005484474442159382
2015-02-06,0.039656266779928506,0.024626272464522092,-0.035091319811269894,-0.051432173632270706,0.008669915133445727
2015-02-09,0.03063026594824314,-0.01739950207839458,-0.005034975671735609,-0.0013898542890542487,0.02112912948711987
2015-02-10,-0.003021150334176159,-0.03526813883745783,0.021088461864467778,0.030139267575040263,0.022433313749600003
2015-02-11,-0.018321123147596374,0.01434877661371603,0.0038366722864875413,0.002695419421672174,0.005638705029086477
2015-02-12,-0.012403259783419829,-0.012485711333323213,0.0,0.0013449901153328447,-0.004334640510440302
2015-02-13,0.012403259783419829,0.020723744192665094,0.007629464801156782,0.0066979486841276525,-0.0047899068283321355
2015-02-16,-0.0015420203518152764,0.011780834031149823,-0.0010863662122209128,-0.004013383313458796,0.011284841978880689
2015-02-17,0.02137485958473362,0.016529301951210496,-0.0005436259987101622,0.002677377770716305,0.01754055666493981
2015-02-25,-0.013688426660577235,-0.011138453316334118,-0.02421692368194206,0.011960275462971737,0.024299477957389293
2015-02-26,0.013688426660577235,0.010251928435577096,0.033418612423766536,0.023499775915897914,0.018048069871702932
2015-02-27,0.010518504191220135,-0.0004435573370571433,0.002152853361101492,-0.005174655790017191,-0.008983318885191771
2015-03-02,0.035245939061674836,-0.0031104224143923,0.016000341346440905,0.010322672307418568,-0.00411015786182789
2015-03-03,-0.04727615933821694,0.01764492183745192,-0.03883983331626384,-0.03394581807085473,-0.03478247129900902
2015-03-04,-0.003030305349179141,0.017768614828547413,0.007125269937086287,0.0,0.01439482942257797
2015-03-05,-0.037098535609815686,-0.012100406934087538,-0.02152995113963474,-0.01606460250380648,-0.021670701451629082
2015-03-06,-0.007905179507113225,-0.021090412657660096,0.007782140442055052,0.0,-0.023469134540847314
2015-03-09,0.012618463959211512,0.007520495520260795,0.009917436657346013,0.013405026468047865,0.01657255548178682
2015-03-10,-0.011032420803576581,0.0008810573257167498,-0.011025470011707839,0.005312097484889922,-0.004769139756902074
2015-03-11,-0.004765696073014469,-0.011069406807170168,-0.011709082759428835,0.003965636393346905,0.024469991061950136
2015-03-12,0.01422948910396471,0.012829196086662442,0.02983646735198553,0.015707129205357884,0.04680912489129385
2015-03-13,0.010929070532190277,-0.0030816665374082675,0.017269722240437435,0.002594035177046372,0.0012133469638233585
2015-03-16,0.024541108916117382,0.0431473311562538,0.010644060045946535,0.015424470325631656,0.005642900906636772
2015-03-17,0.007547205635383136,-0.013177661465038515,0.008434420059291625,0.03138989670808412,0.009600073729019165
2015-03-18,0.039798914961815424,0.011909966387175341,0.031010236742560426,0.015941477997688303,0.0015910902322420206
2015-03-19,-0.013091096046879525,0.015107295295220258,0.005076153031860375,-0.003656311203110718,-0.018047411831721316
2015-03-20,0.0014630580517602798,0.0037414302634473096,-0.004058858946162758,0.0,0.0008090615328062434
2015-03-23,0.020261185139822224,0.014418375424271712,0.016137516111340844,0.022934016629013954,0.028698661463206765
2015-03-24,0.053011015966503594,0.07255842282090885,-0.01715481019703846,0.003573559490864575,0.0023547891571884527
2015-03-25,-0.0430323159166075,0.02590721203781987,-0.021085893077709805,-0.028952565112945194,-0.028630186106620936
2015-03-26,0.01128361760202723,-0.030100090297855875,0.01955800889965653,0.0024449889930666657,-0.0004034698461028441
2015-03-27,-0.008450754517723258,0.0007636502852972349,0.005590865897306951,0.0,-0.004043677163809267
